order_id,user_id,order_value,items_count,hour,day_of_week,payment_mode,outside_city_center,risky_cancel_rate,fraud_label,high_value_order,late_night_order
ORD100325,U9173,218.67,3,4,5,WALLET,0,0,1,0,1
ORD100326,U5495,541.84,2,6,2,UPI,0,0,0,0,0
ORD100327,U7002,3796.81,6,10,5,COD,1,0,1,1,0
ORD100328,U7614,152.63,4,20,6,UPI,0,1,1,0,0
ORD100329,U6919,429.11,4,22,3,CARD,0,1,1,0,1
ORD100330,U1853,596.08,2,20,1,COD,0,0,0,0,0
ORD100331,U5146,89.94,2,10,2,WALLET,1,0,0,0,0
ORD100332,U4769,80.48,6,9,4,UPI,0,0,0,0,0
ORD100333,U1574,304.69,5,23,3,COD,1,0,0,0,1
ORD100334,U2148,243.73,9,6,0,COD,1,0,0,0,0
ORD100335,U7293,626.26,4,15,6,COD,0,0,0,0,0
ORD100336,U7457,36.02,5,0,3,COD,1,0,1,0,1
ORD100337,U8509,1790.76,1,0,3,UPI,0,0,1,1,1
ORD100338,U5777,7.19,2,11,6,CARD,0,1,1,0,0
ORD100339,U4854,459.79,3,15,3,UPI,0,0,0,0,0
ORD100340,U3491,413.49,5,4,4,UPI,0,0,1,0,1
ORD100341,U4124,72.35,5,13,6,COD,0,0,0,0,0
ORD100342,U6691,81.8,4,17,1,WALLET,0,0,0,0,0
ORD100343,U4051,786.74,3,8,6,COD,1,0,0,0,0
ORD100344,U1004,1092.68,9,1,2,COD,0,0,1,1,1
ORD100345,U6222,166.35,1,11,4,UPI,1,0,0,0,0
ORD100346,U6315,288.09,6,9,4,CARD,0,1,1,0,0
ORD100347,U5869,219.25,7,1,6,WALLET,1,0,1,0,1
ORD100348,U1876,37.66,4,14,5,WALLET,0,0,0,0,0
ORD100349,U8027,559.21,3,3,2,WALLET,0,0,1,0,1
ORD100350,U5142,872.04,8,18,5,UPI,1,0,0,0,0
ORD100351,U7966,181.83,9,21,5,COD,1,0,0,0,0
ORD100352,U8079,2311.45,1,3,6,UPI,0,0,1,1,1
ORD100353,U8987,39.44,9,8,3,COD,1,0,0,0,0
ORD100354,U7799,542.05,7,12,5,COD,0,1,1,0,0
ORD100355,U5465,297.31,1,9,0,COD,0,0,0,0,0
ORD100356,U1635,295.84,7,13,3,COD,1,0,0,0,0
ORD100357,U2693,305.92,5,2,3,UPI,0,1,1,0,1
ORD100358,U5752,149.66,7,2,5,COD,0,0,1,0,1
ORD100359,U9311,628.62,9,19,5,COD,0,0,0,0,0
ORD100360,U1830,639.31,8,15,1,CARD,0,0,0,0,0
ORD100361,U6177,165.92,6,8,3,UPI,0,0,0,0,0
ORD100362,U9932,901.83,2,13,0,WALLET,0,0,0,0,0
ORD100363,U9308,190.52,8,21,4,UPI,0,0,0,0,0
ORD100364,U6949,645.66,4,15,6,COD,0,0,0,0,0
ORD100365,U3838,64.49,8,8,5,COD,0,0,0,0,0
ORD100366,U2150,92.38,7,23,3,UPI,1,0,0,0,1
ORD100367,U8560,189.75,4,22,4,CARD,1,0,0,0,1
ORD100368,U2931,450.55,8,4,5,COD,1,0,1,0,1
ORD100369,U2664,518.54,2,12,1,CARD,0,0,0,0,0
ORD100370,U2081,252.39,9,14,6,UPI,0,0,0,0,0
ORD100371,U1512,40.52,6,3,5,COD,1,0,1,0,1
ORD100372,U8805,233.91,7,13,0,UPI,0,0,0,0,0
ORD100373,U6237,583.61,1,19,2,UPI,1,0,0,0,0
ORD100374,U1559,555.84,3,23,2,COD,0,1,1,0,1
ORD100375,U4672,87.29,5,19,5,COD,1,0,0,0,0
ORD100376,U8404,3.91,7,6,1,CARD,0,0,0,0,0
ORD100377,U4343,699.15,1,3,0,UPI,0,0,1,0,1
ORD100378,U5070,56.23,9,16,5,COD,1,0,0,0,0
ORD100379,U1580,42.97,5,8,4,WALLET,1,1,1,0,0
ORD100380,U8004,1.35,3,3,1,COD,0,0,1,0,1
ORD100381,U9130,283.35,7,2,3,COD,0,0,1,0,1
ORD100382,U4147,349.85,8,18,4,COD,1,0,0,0,0
ORD100383,U5249,507.59,3,8,5,CARD,0,0,0,0,0
ORD100384,U2679,175.53,7,7,3,UPI,0,1,1,0,0
ORD100385,U4506,619.67,7,6,3,UPI,0,0,0,0,0
ORD100386,U8253,92.76,4,6,6,WALLET,0,0,0,0,0
ORD100387,U3744,891.87,9,3,4,CARD,0,0,1,0,1
ORD100388,U6188,424.14,1,18,6,COD,1,0,0,0,0
ORD100389,U3141,438.4,1,11,3,CARD,0,0,0,0,0
ORD100390,U7617,117.72,5,19,6,UPI,0,0,0,0,0
ORD100391,U3479,38.5,3,5,2,COD,0,0,0,0,0
ORD100392,U7484,312.49,9,11,6,COD,0,0,0,0,0
ORD100393,U8421,478.05,5,19,4,UPI,0,0,0,0,0
ORD100394,U5452,49.94,7,3,1,COD,0,0,1,0,1
ORD100395,U6881,1503.24,1,1,2,COD,0,0,1,1,1
ORD100396,U7665,1966.48,2,14,1,UPI,0,0,0,1,0
ORD100397,U3849,394.23,4,22,0,CARD,0,0,0,0,1
ORD100398,U8390,1498.56,9,5,1,COD,0,0,0,1,0
ORD100399,U7905,98.89,5,17,4,UPI,0,1,1,0,0
ORD100400,U3489,12.87,5,20,1,UPI,0,0,0,0,0
ORD100401,U5611,20.1,9,21,0,UPI,1,0,0,0,0
ORD100402,U3839,442.77,8,4,3,WALLET,0,1,1,0,1
ORD100403,U9527,31.81,2,3,4,UPI,0,0,1,0,1
ORD100404,U6878,1591.58,7,10,5,UPI,0,0,0,1,0
ORD100405,U7303,76.54,1,10,2,WALLET,0,0,0,0,0
ORD100406,U1851,181.72,9,8,2,COD,0,0,0,0,0
ORD100407,U2687,864.44,3,2,1,COD,0,0,1,0,1
ORD100408,U7833,123.42,2,10,2,UPI,0,1,1,0,0
ORD100409,U3427,139.18,4,1,6,COD,1,0,1,0,1
ORD100410,U5000,514.04,4,8,0,COD,1,0,0,0,0
